Job Title,Company Name,Exp,Location,Skills,Functional Areas,rating,Vacancy,Employment Type,companyId
React.js Developer - Redux/Javascript (1-4 yrs),Tmotions Global Limited,1-4 years,TMotions Global,",React.js,Javascript,Data Structure,RESTful API,ES6,Flux",Software/Testing/Networking,4.3,,,4716
React Native Developer,Tech Prescient,3-5 years,Pune,,,5,,,4717
.Net with UWP Developer,Synoris Technologies,4-9 years,"Pune, Ahmedabad",",C#,WPF,Winforms,WCF,.Net Core,SQL",,5,,,4718
Hiring For RPA Developer ( Automation Anywhere Tool),Predikly Technologies Pvt. Ltd.   ,3-8 years,Pune,",Python,Java,Automation Anywhere,Programming,Rpa,roboti process automation",,5,,,4719
Spotflock Technologies - AngularJS Developer - Frontend Architecture (5-10 yrs),Spotflock Technologies Pvt Ltd,5-10 years,,",AngularJS,Javascript,UI,Frontend Architecture,HTML,CSS",,4.2,,,4720
Sr. React Native Developer,Innoplexus Consulting Services Private Limited    ,4-9 years,Pune,",React Native,Javascript,React.Js,api,Redux,react router",Other,4,,"Full Time, Permanent",4721
Firmware Validation Lead/Developer - Python (4-9 yrs),Krazymantra,4-9 years,Innoplexus Consulting Services,",CI/CD,Version Control System,OOPS,Embedded System,Debugging,Python",,4,,,4722
React Native Developer - Android/iOS Platform,KDataScience Solutions Private Limited,2-7 years,Gurgaon/Gurugram,",Javascript,JSON,Android Studio,IOS,JQuery,Redux",,4.5,,,4723
SDK Developer on iOS,"Rakuten, Inc.",2-5 years,Bengaluru/Bangalore,",SOA,MVC,Open source,Agile,Coding,JSON",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",4724
OMS Developer (Sterling),VRIZE ,3-8 years,Bengaluru/Bangalore,",Java,J2Ee,SOAP,Rest,Sterling Commerce,XML",,3.9,,,4725
Straive - .Net Core Developer - Microservices Architecture (3-15 yrs),Straive,3-15 years,Straive,",.Net Core,Microservices Architecture,AWS,Azure,.Net,WebAPI",Software/Testing/Networking,3.7,,,4726
Laravel Developer,Nectar Infotel Solutions Pvt. Ltd.,6-7 years,Pune,",Php,Javascript,Laravel,Mvc,Css,Html",Software/Testing/Networking,2.9,1 vacancy,"Full Time, Permanent",4727
Flutter Developer,Nectar Infotel Solutions Pvt. Ltd.,4-5 years,Pune,",Ios,Json,Android,Flutter Development,Dart,Mobile App Architecture",,2.9,,,4728
Mangeto 2 . 0 Developer,Nectar Infotel Solutions Pvt. Ltd.,6-8 years,Pune,",Php,Mysql,Javascript,Jquery,Magento 2,Zend",,2.9,,,4729
React JS Developer,ECESIS BPO Services Pvt Ltd,2-4 years,Thiruvananthapuram,",Javascript,React.Js,Front End",,2.9,,,4730
iTriangle Infotech - React Native Developer - iOS/Android Apps (1-2 yrs),iTriangle Infotech Pvt.Ltd,1-2 years,Itriangle Infotech,",Mobile App Designing,Mobile,iOS,Android,React Native",Software/Testing/Networking,4.2,,,4731
Infra Developer,Xpetize Technology Solutions Private Limited,4-9 years,"Pune, Thiruvananthapuram, Bengaluru/Bangalore
							
								+ 1 more",",Networking,Windows,Apache,JBoss,Troubleshooting,System administration",,4.2,,,4732
DLT Labs - AngularJS Developer - HTML5/CSS3 (4-10 yrs),DLT Labs,4-10 years,Xpetize Technology Solutions (P),,,2.8,,,4733
Immediate Joiner || Node JS Developer,Radiansys Technologies Pvt Ltd ,1-5 years,"Delhi NCR, Gurgaon/Gurugram",,,2.8,,,4734
Immediate Joiner || PHP/Laravel Developer,Radiansys Technologies Pvt Ltd ,2-6 years,"Delhi NCR, New Delhi, Gurgaon/Gurugram",,,2.8,,,4735
Infra Developer,Xpetize Technology Solutions Private Limited,4-9 years,"Pune, Thiruvananthapuram, Bengaluru/Bangalore
							
								+ 1 more",,Software/Testing/Networking,4.4,1 vacancy,"Full Time, Permanent",4736
Shopify Developer - Javascript/WooCommerce (1-5 yrs),Clover It Services,1-5 years,Radiansys Technologies,,,4.4,,,4737
Urgent openings For Nodejs Developer,Intellect Design Arena Limited  ,8-13 years,Chennai,",Javascript,Front End,JSON,Npm,HTML,Html5",,4.7,,,4738
Urgent openings For Nodejs Developer,Intellect Design Arena Limited  ,8-13 years,Chennai,",Javascript,Front End,JSON,Npm,HTML,Html5",Other,4.5,,"Full Time, Permanent",4739
Krazymantra.com - Azure Developer - DevOps (5-8 yrs),Krazymantra,5-8 years,Krazy Mantra IT,",Azure,DevOps,PowerShell,SQL Server,SDLC",,4.5,,,4740
OBRM Developer - Telecom Domain (4-13 yrs),Krazymantra,4-13 years,Krazy Mantra IT,",Oracle BRM,PL-SQL,OSS,BSS",Software/Testing/Networking,4.5,,,4741
Angular Developer - Javascript/AngularJS (3-10 yrs),Clover It Services,3-10 years,Clover IT Services,",HTML5,CSS3,Javascript,AngularJS,Redux,Webpack",Software/Testing/Networking,4.7,,,4742
Jira Developer - Atlassian Products (3-10 yrs),Teksystems Global Services,3-10 years,TEKsystems,",Jira,Java,J2EE,Spring,Hibernate,Data Modeling",Software/Testing/Networking,3.6,,,4743
Senior AngularJS Developer - Web Applications (3-10 yrs),Talent Corner HR Services Pvt Ltd,3-10 years,Talent Corner HR Services,",AngularJS,TDD,Github",Software/Testing/Networking,4.4,,,4744
Firstcry.com - React Developer - ES6/Javascript (2-6 yrs),Firstcry.com,2-6 years,FirstCry,,,4,,,4745
Sr. React Native Developer,Innoplexus,5-10 years,Pune,",Javascript,HTML,Android,Front end,Financial services,Machine learning",,4,,,4746
Android Framework Developer - Kotlin/SQLite (3-6 yrs),Talentcorner,3-6 years,Talent Corner HR Services,",Mobile App Designing,Android,Kotlin,Full Stack,SQLite",,4.4,,,4747
Sr. React Native Developer,Innoplexus,5-10 years,Pune,,Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",4748
Qt Developer,PathPartner Technology Consulting Pvt.Ltd.,2-5 years,Bengaluru/Bangalore,,,4.4,,,4749
React Native Developer - iOS & Android Studio Platform (3-5 yrs),Talent Corner,3-5 years,Talent Corner HR Services,",React Native,Android Studio,Firebase,Xcode,Google Maps,Mobile App Designing",Software/Testing/Networking,4.4,,,4750
Kafka Developer - Spark/Scala (6-16 yrs),Digital Aptech,6-16 years,Digital Aptech,",Kafka,Spark,Scala,Apache Server,PySpark,Big Data",Software/Testing/Networking,4.4,,,4751
C++ Developer - Auto Infotainment System (6-10 yrs),Krazy Mantra,6-10 years,,",C++,Linux,In-Vehicle Infotainment,Embedded System,Embedded C,QNX",,4.5,,,4752
React Native Developer - iOS & Android Platform (2-4 yrs),Talent Corner HR Services Pvt. Ltd.,2-4 years,Talent Corner HR Services,",React Native,OOPS,Javascript,iOS,Android,REST API",Software/Testing/Networking,4.4,,,4753
Senior Spring Boot Developer - Java/ORM (4-5 yrs),Talent Corner,4-5 years,Talent Corner HR Services,",Java,Java 8,Spring Boot,OOPS,Data Structure,Algorithm",,4.4,,,4754
Angular Developer - Javascript/TypeScript (2-4 yrs),Talent Corner,2-4 years,Talent Corner HR Services,",AngularJS,Angular 2,Angular 4,Angular 5,Angular 6,Angular 7",,4.4,,,4755
React Native Developer - TypeScript/Javascript (4-6 yrs),Talent Corner,4-6 years,Talent Corner HR Services,",React Native,ES6,REST API,Javascript,TypeScript,Functional Programming",,4.4,,,4756
Xamarin Developer - iOS/Android Platform (3-8 yrs),Digital Aptech,3-8 years,Digital Aptech,",Xamarin,Mobile App Designing,Mobile App Architecture,iOS,Android",Software/Testing/Networking,4.4,,,4757
Phenom People - Pyhton Developer - Django/Flask (2-8 yrs),Phenom People,2-8 years,Digital Aptech,",Python,SQL,Data Structure,Algorithm,Django,Flask",,4.4,,,4758
Laravel Developer - PHP (2-4 yrs),Digital Aptech,2-4 years,,",Laravel,PHP,OOPS,RDBMS,Database Design,API Implementation",Software/Testing/Networking,4.4,,,4759
React Native Developer - iOS/Android Platform (2-6 yrs),Digital Aptech,2-6 years,,",React Native,iOS,Android,Mobile App Architecture,API Integration",,4.4,,,4760
Blockchain Developer,Grant Thornton ,3-4 years,Chennai,",Hyperledger,Ethereum,Java",Software/Testing/Networking,3.8,,"Full Time, Permanent",4761
Grant Thornton - Blockchain Developer - Hyperledger/Ethereum (3-4 yrs),Grant Thornton,3-4 years,Grant Thornton,",Kafka,Node.js,Ethereum,Hyperledger,Open Source,AWS",,3.8,,,4762
Velan Info Services - React.js Developer - Javascript/RESTful API (3-5 yrs),Velan Info Services India Pvt Ltd,3-5 years,Velan Info Services,",React.js,RESTful API,Javascript,Data Structure,HTML,CSS",Software/Testing/Networking,4.3,,,4763
Velan Info Services - Node.js Developer - RESTful API/Express.js (3-5 yrs),Velan Info Services India Pvt Ltd,3-5 years,Velan Info Services,",Node.js,Express.js,RESTful API,HTML5,CSS3,MySQL",,4.3,,,4764
Workday Developer,Autodesk India Pvt Ltd,2-7 years,Bengaluru/Bangalore,",UAT,XSLT,Payroll,DOM,XML schema,Data conversion",,4.3,,,4765
Node.js Developer - Javascript/Express.js (2-3 yrs),Talent Corner,2-3 years,Talent Corner HR Services,",Node.js,ES6,Javascript,MongoDB,Express.js,Bootstrap",Software/Testing/Networking,4.4,,,4766
React.js Developer - Javascript/Redux (5-12 yrs),Krazy Mantra,5-12 years,Krazy Mantra IT,",Javascript,UI,Redux,React.js,HTML5,CSS3",Software/Testing/Networking,4.5,,,4767
React.js Developer - Flux/Redux (3-5 yrs),Krazy Mantra,3-5 years,Krazy Mantra IT,",React.js,Flux,Redux,Javascript,UI,RESTful API",,4.5,,,4768
Karvy - Andriod Developer - Java/Kotlin (2-5 yrs),Karvy Stock Broking Ltd,2-5 years,Krazy Mantra IT,",Kotlin,MVVM,TDD,OOPS,Android,Java",,4.5,,,4769
React Native Developer,Cars24,2-5 years,"Bengaluru/Bangalore, Pune",",JavaScript,React native,Android,iOS",Software/Testing/Networking,3.9,,"Full Time, Permanent",4770
Dell Boomi Developer - Webservices (3-6 yrs),Krazymantra,3-6 years,Krazy Mantra IT,",Boomi,Webservices,Scripting,REST API,SOAP API,Boomi Integration",Software/Testing/Networking,4.5,,,4771
Fresher : Golang Developer,TalentPro India HR Pvt Ltd,2-7 years,Chennai,,,4.2,,,4772
Firstcry.com - Node.js Developer - SQL/Javascript (2-5 yrs),Firstcry.com,2-5 years,FirstCry,",Node.js,Javascript,MySQL,PostgreSQL,AJAX,Vue.js",Software/Testing/Networking,4,,,4773
SourceFuse Technologies - React Native Developer - Mobile SDLC (2-9 yrs),SourceFuse Technologies,2-9 years,,",React Native,Mobile SDLC,SQLite,Android,Mobile App Designing,Rest Webservices",Software/Testing/Networking,4.6,,,4774
Firstcry.com - Angular Developer - HTML5/CSS3/React.js (2-5 yrs),Firstcry.com,2-5 years,FirstCry,",AngularJS,HTML5,CSS3,Javascript,jQuery,React.js",Software/Testing/Networking,4,,,4775
Go - Developer for HRMS,TalentPro India HR Pvt Ltd,2-7 years,Chennai,",SQL,French,Payroll,HTML,XML,Javascript",Customer Service & Operations,4.2,1 vacancy,"Full Time, Permanent",4776
Informatica Data Quality Developer - SQL/ETL Tools (6-9 yrs),KrazyMantra,6-9 years,Krazy Mantra IT,",IDQ,Data Quality,Data Governance,Data Profiling,Informatica,MDM",,4.5,,,4777
Saviynt Developer - BeyondTrust PIM (6-13 yrs),KrazyMantra,6-13 years,,",Saviynt SSM,Azure,Office 365,BeyondTrust PIM,Java,Active Directory",,4.5,,,4778
React Native Developer - Android/iOS Mobile Apps (1-4 yrs),Krazy Mantra,1-4 years,Krazy Mantra IT,",React Native,Android,iOS,Mobile UI,Native Apps,Javascript",,4.5,,,4779
React.js Developer - HTML/CSS/Javascript (2-5 yrs),SourceFuse Technologies,2-5 years,Sourcefuse Technologies,",React.js,HTML,CSS,AWS,TDD,Jest Framework",Software/Testing/Networking,4.6,,,4780
Security/Network Developer - L2 - Routing Protocols (6-10 yrs),Sify Technologies Limited,6-10 years,Sify Technologies,",SIEM,Firewall,Antivirus Management,Troubleshooting,Routing Protocols,Security,Network Security,Cisco",Software/Testing/Networking,3.9,,,4781
Golang Developer,TalentPro India HR Pvt Ltd,0-2 years,Chennai,",Java,Recruitment,Microservices,Hr,Python,. Net",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",4782
Fluper - Angular Developer - Javascript (2-5 yrs),Fluper Ltd,2-5 years,Talentpro,",AngularJS,Angular 11,Javascript,Node.js,Express.js,DBMS",,4.2,,,4783
Impetus Technologies - PHP/Laravel Developer - React.js/RESTful API (3-7 yrs),Impetus Technologies India Pvt. Ltd,3-7 years,Impetus Infotech,,,4.1,,,4784
Microsoft Azure/DevOps Developer - Cloud Technologies (4-13 yrs),Impetus,4-13 years,Impetus Infotech,",Azure,DevOps,Cloud,IT Infrastructure,Monitoring Tools,Windows Administration",,4.1,,,4785
Impetus Technologies - React.js Developer - Javascript (1-4 yrs),Impetus Technologies India Pvt. Ltd,1-4 years,Impetus Infotech,",React.js,Javascript,Design Patterns,Redux,jQuery,HTML",,4.1,,,4786
Impetus - RPA Developer - Blue Prism (3-8 yrs),Impetus,3-8 years,Impetus Infotech,",Blue Prism,RPA,RPA Tools,RPA Implementation",,4.1,,,4787
Impetus Technologies - Java/Spark Developer - MySQL (2-6 yrs),Impetus Technologies India Pvt. Ltd,2-6 years,Impetus Infotech,",Java,Spark,MySQL,Shell Scripting,Autosys,SQL",,4.1,,,4788
Sailpoint Developer - Azure/JSP/J2EE (5-12 yrs),Impetus,5-12 years,Impetus Infotech,",SailPoint,REST API,Azure,Oracle DB,SailPoint IQ,Java",,4.1,,,4789
Laravel Developer,Codelattice,2-7 years,Calicut/Kozhikode,",PHP,Javascript,MySQL,MVC,CSS3,Front end",,4.1,,,4790
React.js Developer - Javascript/Redux (5-12 yrs),Krazy Mantra,5-12 years,Krazy Mantra IT,",Javascript,UI,Redux,React.js,HTML5,CSS3,Bootstrap",Software/Testing/Networking,4.5,,,4791
React.js Developer - Flux/Redux (3-5 yrs),Krazy Mantra,3-5 years,Krazy Mantra IT,",React.js,Flux,Redux,Javascript,UI,RESTful API",Software/Testing/Networking,4.5,,,4792
Karvy - Andriod Developer - Java/Kotlin (2-5 yrs),Karvy Stock Broking Ltd,2-5 years,Karvy Stock Broking,",Kotlin,MVVM,TDD,OOPS,Android,Java",Software/Testing/Networking,3.5,,,4793
GoDeveloper for HRMS,Talents Pro Hr solutions,2-7 years,Chennai,",SQL,Javascript,XML,HTML,MySQL,Ajax",Software/Testing/Networking,4.2,1 vacancy,"Full Time, Permanent",4794
Laravel Developer,AgileInfoways Pvt. Ltd,1-6 years,Ahmedabad,",Laravel,Php Programming,Javascript,Html5,Mvc Design Patterns,Git",,4.2,,,4795
Angular . JS Developer,AgileInfoways Pvt. Ltd,1-6 years,Ahmedabad,",Css,Html,Bootstrap,Angular,Json,Git",Software/Testing/Networking,4.7,1 vacancy,"Full Time, Permanent",4796
Reactjs Developer,AgileInfoways Pvt. Ltd,0-1 years,Ahmedabad,",HTML,Training,CSS,Javascript,HTML;Javascript",,4.7,,,4797
NodeJS Developer,AgileInfoways Pvt. Ltd,2-7 years,Ahmedabad,",AWS,Deployment,Javascript",Software/Testing/Networking,4.7,1 vacancy,"Full Time, Permanent",4798
React Native Developer,AgileInfoways Pvt. Ltd,0-2 years,Ahmedabad,",Javascript,Flex,android development,Management,IOS",,4.7,,,4799
CognitiveClouds - React Native Developer - Mobile App Designing (2-4 yrs),COGNITIVECLOUDS SOFTWARE PRIVATE LIMITED,2-4 years,CognitiveClouds,,,4.4,,,4800
SAP ABAP/ODATA Developer - WebDynpro/WRICEF,CarbyneTech India,3-6 years,Hyderabad/Secunderabad,",OO ABAP,Data Dictionary,Bapi,Workflow,SD,FI,File Manager,SSO,SAML,ABAP Development,SAP Functional,SAP ABAP,ODATA,WebDynpro",Other,4.2,,"Full Time, Permanent",4801
CognitiveClouds - React Native Developer - Mobile App Designing (2-4 yrs),COGNITIVECLOUDS SOFTWARE PRIVATE LIMITED,2-4 years,CognitiveClouds,",React Native,Mobile App Designing,API Integration,OOPS,Xcode,Android Studio",Software/Testing/Networking,4.4,,,4802
Softmind Infotech - React.js Developer - Flux/Redux/Javascript (0-6 yrs),Softmind Infotech Pvt.Ltd,0-6 years,Softmind Infotech,",React.js,Javascript,HTML,CSS,Redux,Flux",Software/Testing/Networking,4.2,,,4803
VB6 Developer - ASP/.Net/C# (2-4 yrs),Information Technology,2-4 years,Softmind Infotech,",Continuous Integration,SQL Server,Database Design,Webservices,SDLC,Javascript",,4.2,,,4804
Node JS Developer,vDoIT Technologies Pvt. Ltd.,3-8 years,Gurgaon/Gurugram,",XML,Front end,JSON,GIT,SIDE,SOAP",Software/Testing/Networking,3.5,1 vacancy,"Full Time, Permanent",4805
React JS Developer,vDoIT Technologies Pvt. Ltd.,1-3 years,Gurgaon/Gurugram,",Front end,GIT,HTML,Javascript,DOM,Time management",Software/Testing/Networking,3.5,1 vacancy,"Full Time, Permanent",4806
RPA - Blue Prism Developer,Tejora Technologies Limited,1-3 years,Mumbai,",Windows,Automation,Workflow,Business analysis,Coding,Business process",Software/Testing/Networking,3.3,1 vacancy,"Full Time, Permanent",4807
Node.js Developer - AngularJS/React.js (1-7 yrs),Infosec Ventures,1-7 years,INFOSEC VENTURES,,,3.8,,,4808
Junior Node.js Developer,Vanilla Networks Pvt Ltd.  ,0-2 years,"Thiruvananthapuram, Calicut/Kozhikode, Cochin/Ernakulam/Kochi",,,3.8,,,4809
React Developer,Vanilla Networks Pvt Ltd.  ,0-1 years,"Thiruvananthapuram, Calicut/Kozhikode, Cochin/Ernakulam/Kochi",",React.Js,Redux,Flux,Javascript,CSS,HTML",,3.8,,,4810
React Developer,Vanilla Networks Pvt Ltd.  ,2-5 years,"Thiruvananthapuram, Calicut/Kozhikode, Cochin/Ernakulam/Kochi",",React.Js,Redux,Flux,Javascript,CSS,HTML,RESTful API,Webpack,JSON Web Token,GIT,SVN,PHP,Node.Js",Other,3.8,,"Full Time, Permanent",4811
"Consultant, Development",Infogain India (P) Ltd.,3-4 years,Noida,",Linux,Data structures,Selenium,JSON,collection framework,Automation testing",Software/Testing/Networking,3.5,1 vacancy,"Full Time, Permanent",4812
Senior Node.js Developer,Vanilla Networks Pvt Ltd.  ,2-7 years,"Thiruvananthapuram, Calicut/Kozhikode, Cochin/Ernakulam/Kochi",",Node.js,React,Angular,Vue.js,jQuery,SQL",Other,3.8,,"Full Time, Permanent",4813
Laraval Developer | Senior | Team Lead,AddWeb Solutions Pvt Ltd   ,2-7 years,"Ahmedabad, Jaipur",",core php,mysql,jira,js,trwllo,api",Other,3.5,,"Full Time, Permanent",4814
Shopify Developer,Heads Up For Tails,5-8 years,Gurgaon/Gurugram,,,2.6,,,4815
Core Java and Spring Developer,ThoughtClan Technologies Pvt Ltd.  ,2-5 years,Bengaluru/Bangalore,",Javascript,JDBC,Spring,Hibernate,Core Java,Web Services",,2.6,,,4816
Wanted PHP Laravel Developer - WFO - CIT Nagar,Vizza Insurance Broking Services Pvt Ltd  ,3-5 years,Chennai,,,2.7,,,4817
Ruby on Rails Developer - SQL/Python (5-8 yrs),Insemi Technology,5-8 years,InSemi Technology Services,,Software/Testing/Networking,3.8,,,4818
Praxien - Salesforce CPQ Developer (5-6 yrs),Praxien technologies pvt ltd,5-6 years,InSemi Technology Services,",Salesforce CPQ,CPQ,Salesforce,CPQ Tools",,3.8,,,4819
Asp.Net Mvc/ .net Core Developer,Creative IT India Pvt. Ltd  ,2-7 years,Mumbai,",ASP.Net MVC,C#,.Net Core,linq,Entity Framework",,3.9,,,4820
Angular Js Developer,"SAGE IT, INC",3-6 years,"Pune, New Delhi, Mumbai
							
								+ 1 more",",HTML,Front end,Time management,Javascript,Testing,CSS",Software/Testing/Networking,3.1,1 vacancy,"Full Time, Permanent",4821
123Stores - Lead - Sales Development - IIM/FMS/MDI/XLRI (4-9 yrs),123Stores,4-9 years,,",B2B Sales,Sales,eCommerce,IT Sales,SaaS,Solutions Sales",,3.1,,,4822
ZenoHealth - Python/Django Developer - AWS/Azure (3-5 yrs),ZenoHealth,3-5 years,123stores E Commerce,",Python,Django,AngularJS,REST API,AWS,Azure",,3.4,,,4823
C++ Developer,Yuhiro Technologies Private Limited ,4-9 years,Cochin/Ernakulam/Kochi,",C++,GUI,Linux",Software/Testing/Networking,5,1 vacancy,"Full Time, Permanent",4824
Senior C++ Developer,Yuhiro Technologies Private Limited ,5-10 years,Cochin/Ernakulam/Kochi,",C++,GUI,Linux",,5,,,4825
Angular Developer - HTML5/CSS3  (3-7 yrs),Sanesquare Technologies,3-7 years,YUHIRO Technologies,",AngularJS,HTML5,CSS3,SQL,Javascript,jQuery",,5,,,4826
Vue.js Developer - HTML5/CSS3/RESTful API,CarbyneTech India,4-7 years,Hyderabad/Secunderabad,",Javascript,ES6,HTML5,CSS3,Webpack,RESTful API",Other,4.2,,"Full Time, Permanent",4827
SAP ABAP/HANA Developer - Project Implementation,CarbyneTech India,3-6 years,Hyderabad/Secunderabad,",SAP HANA,CDS View,AMDPs,SAP Implementation,Project Implementation,SAP Integration",Other,4.2,,"Full Time, Permanent",4828
Development Economist - Govt (10-20 yrs),SA Tech Software India Pvt Ltd,10-20 years,S A TECH SOFTWARE INDIA PRIVATE LIMITED,,,4.1,,,4829
React JS Developer For Client (Kolkata),Softlogique IT Solutions Pvt Ltd   ,3-6 years,Kolkata,",React.Js,Webpack,Enzyme,Redux",Other,3.7,,"Full Time, Permanent",4830
Senior Role - Sales Development - IT (1-7 yrs),Freelancer,1-7 years,Freelancer.com,",Sales,IT Sales,Solutions Sales,IT Services Sales,International Sales,FinTech Solution Sales",Sales,4,,,4831
CognitiveClouds - React.js Developer - Redux/Javascript (2-5 yrs),COGNITIVECLOUDS SOFTWARE PRIVATE LIMITED,2-5 years,CognitiveClouds,",React.js,Javascript,Redux,ECMAScript,Data Structure,RESTful API",Software/Testing/Networking,4.4,,,4832
We are hiring .net WinForms development candidate (Immediate Joiners),integrative systems india pvt ltd  ,4-9 years,Pune,",Winforms,.net 4.0,.Net",,4.4,,,4833
Salesforce Lightning Developer - Sales/Service Cloud (3-7 yrs),Hucon,3-7 years,HUCON Solutions,",Salesforce,Apex,Aura Framework,Lightning Component Framework,SFDC Sales Cloud,Salesforce Service Cloud",,4.3,,,4834
RPA Developer -Uipath,Avaali Solutions Private Limited    ,2-5 years,Bengaluru/Bangalore,",.Net,C#,RE Framework,UiPath,RPA",,4.3,,,4835
Immediate opening For the post of Azure Developer/Architect bangalore,GIST MANAGEMENT SOLUTIONS PRIVATE LIMITED  ,6-11 years,Bengaluru/Bangalore,",Cd,Cloud,ci/cd,Azure",,4.1,,,4836
Trainee angular Developer - BLR/MLR,Global E-SoftSys Pvt. Ltd. ,1-3 years,Bengaluru/Bangalore,",.Net,C#,Angular,angular 2,angular 4,SQL",,4.4,,,4837
Reactjs Developer,IOTECH DESIGNS PRIVATE LIMITED  ,2-3 years,Noida,",Javascript,Node.Js,Front End,NoSQL,GIT,Web Technologies",Other,3.9,1 vacancy,"Full Time, Permanent",4838
Unity3D Developer - Augmented/Virtual Reality Apps,CarbyneTech India,4-8 years,Hyderabad/Secunderabad,",Unity3D,Augmented Reality,Virtual Reality,Java,SWIFT,C#",Software/Testing/Networking,4.2,,"Full Time, Permanent",4839
Unity 3D Developer - Virtual Reality/Augmented Reality,CarbyneTech India,2-5 years,Hyderabad/Secunderabad,",Unity 3D Developer,Virtual Reality,Augmented Reality,C# programming,RESTful Web Services",,4.2,,,4840
React.js Developer - Redux/Javascript/AngularJS (3-7 yrs),MNR Solutions,3-7 years,MNR Solutions,",React.js,Javascript,Redux,Webpack,HTML,CSS,RESTful API,JSON,AngularJS,UI",Software/Testing/Networking,4.4,,,4841
Golang Developer - Distributed Systems (2-9 yrs),MNR Solutions,2-9 years,,",Golang,AWS,Full Stack,Azure,Distributed Systems,Java",,4.4,,,4842
Matellio - .Net Core Developer - WCF/C#/SQL Server (6-8 yrs),Matellio,6-8 years,Matellio Inc.,,,4.8,,,4843
Matellio - React Native Developer - iOS/Android Platform (2-5 yrs),Matellio,2-5 years,,,,4.8,,,4844
Matellio - Laravel Developer - PHP/MySQL (3-11 yrs),Matellio,3-11 years,,,,4.8,,,4845
Matellio - Laravel Developer - PHP/MySQL (3-11 yrs),Matellio,3-11 years,,",Laravel,MySQL,Webservices,REST API,PHP,Open Source",Software/Testing/Networking,3.5,,,4846
Dynamic 365 Developer,POPCORNAPPS SOFTWARE PVT LTD ,1-3 years,Hyderabad/Secunderabad,",C#,ASP.Net,SQL Server,Microsoft Technologies,.Net,Powerapps",,3.5,,,4847
Aexonic - React Native Developer - Javascript/HTML5/CSS3 (1-3 yrs),Aexonic Technologies Private Limited,1-3 years,Aexonic Technologies,",React Native,Javascript,HTML5,CSS3,JSON,React.js",Software/Testing/Networking,3.5,,,4848
MERN Stack Developer,Aexonic Technologies Private Limited,3-8 years,Pune,",Javascript,HTML,MySQL,Front End,MongoDB,Typescript",,3.5,,,4849
Full - Stack Developer,Hashtaag,4-8 years,Bengaluru/Bangalore,",Full-Stack Developer",,3.5,,,4850
ReactJS Developer,Audax Labs,4-5 years,"Pune, Bengaluru/Bangalore, Hyderabad/Secunderabad
							
								+ 2 more",",Javascript,HTML,Ajax,jQuery,CRM,Performance testing,SAN,Troubleshooting,Coding,Debugging",Software/Testing/Networking,4,1 vacancy,"Full Time, Permanent",4851
PHP Laravel Developer- Immediate Joiner,Webuters Technologies Pvt Ltd ,2-5 years,Noida,",Laravel,Php,HTML,CSS,Javascript,JQuery",,4,,,4852
Lead - Organizational Development - NBFC (5-9 yrs),Skillventory,5-9 years,skillVentory,",Organization Development,HR Jobs in BFSI,Diversity & Inclusion,Learning and Development,Talent Management",Software/Testing/Networking,4,,,4853
Manager/AVP - Credit Risk - Model validation/Development - Investment Bank (7-14 yrs),Black Turtle,7-14 years,Black Turtle,",Model Validation,Risk Modeling,Statistics,Basel,IFRS,Probability of Default",Software/Testing/Networking,3.2,,,4854
Content Developement Editor,EDUONIX TECHNOLOGIES PRIVATE LIMITED  ,1-3 years,Navi Mumbai,",Editorial,Copy Editing,Content Development,Post Production,Curriculum Development,Quality Control",,3.2,,,4855
Content Developement Editor,EDUONIX TECHNOLOGIES PRIVATE LIMITED  ,1-3 years,Navi Mumbai,",Editorial,Copy Editing,Content Development,Post Production,Curriculum Development,Quality Control",TV/Films,3,,"Full Time, Permanent",4856
IRIS Business Services - Senior Frontend Angular Developer (3-10 yrs),Iris Business Services Ltd,3-10 years,IRIS Business Services,",AngularJS,Javascript,jQuery,AJAX,Bootstrap,Frontend Architecture",Software/Testing/Networking,4.4,,,4857
Paytm Payments Bank - React.js Developer - Frontend Architecture (3-6 yrs),Paytm Payments Bank,3-6 years,Paytm Payments Bank,,,3.9,,,4858
Team Lead - Python Development - AWS/Django/PostgreSQL (5-8 yrs),AYN Infotech Limited,5-8 years,Paytm Payments Bank,",OOPS,Python,AWS,Java,Flash,Django",,3.9,,,4859
AYN Infotech - Blockchain Developer - MongoDB/Cryptography (2-10 yrs),AYN Infotech,2-10 years,AYN InfoTech,",Hyperledger,Blockchain,Blockchain Architect,SQL,Emerging Technologies,MongoDB",,4.2,,,4860
DotNET Development and Support,IRIS Business Services,8-13 years,"Navi Mumbai, Mumbai",",Support,MS SQL,MVC,Facebook,Analytical,MongoDb,Business services,xbrl,Com",Software/Testing/Networking,4.4,1 vacancy,"Full Time, Permanent",4861
JAVA Sr. Developer,IRIS Business Services,9-14 years,"Navi Mumbai, Mumbai",",XML,Struts,Hibernate,Core Java,Weblogic,Tomcat",,4.4,,,4862
SAP BODS Developer - ECC/HANA Modules (5-8 yrs),ABC,5-8 years,IRIS Business Services,",SAP Support,PL-SQL,Performance Tuning,SQL,SnapLogic,Netweaver",,4.4,,,4863
